,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
168,1325200,Nioh 2 – The Complete Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,34404,4482,0,"1,000,000 .. 2,000,000",2984,0,2609,0,4999,4999,0,2393
169,567640,Danganronpa V3: Killing Harmony,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",,15063,2725,0,"1,000,000 .. 2,000,000",3163,0,3407,0,3999,3999,0,223
170,244160,Homeworld Remastered Collection,"Gearbox Software, Aspyr (Mac)","Gearbox Publishing, Aspyr (Mac)",,11136,1443,0,"1,000,000 .. 2,000,000",303,0,151,0,3499,3499,0,290
171,292120,FINAL FANTASY XIII,Square Enix,Square Enix,,12131,4069,0,"1,000,000 .. 2,000,000",1628,0,1122,0,1599,1599,0,427
172,22300,Fallout 3,Bethesda Game Studios,Bethesda Softworks,,15194,3736,0,"1,000,000 .. 2,000,000",1712,0,111,0,999,999,0,117
173,339340,Resident Evil 0,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,9168,2091,0,"1,000,000 .. 2,000,000",1193,0,1450,0,1999,1999,0,119
174,213610,Sonic Adventure 2,SEGA,SEGA,,16994,2268,0,"1,000,000 .. 2,000,000",805,0,562,0,999,999,0,408
175,1657630,Slime Rancher 2,Monomi Park,Monomi Park,,24341,1392,0,"1,000,000 .. 2,000,000",403,736,380,736,2999,2999,0,900
176,541570,Sally Face - Episode One,Portable Moose,Portable Moose,,17104,489,0,"1,000,000 .. 2,000,000",147,0,221,0,299,299,0,181
177,997010,Police Simulator: Patrol Officers,Aesir Interactive,astragon Entertainment,,12105,2626,0,"1,000,000 .. 2,000,000",667,0,590,0,2999,2999,0,357
178,91600,Sanctum,Coffee Stain Studios,Coffee Stain Publishing,,2881,348,0,"1,000,000 .. 2,000,000",401,0,375,0,199,999,80,15
179,544750,SOULCALIBUR VI,"BANDAI NAMCO Studios Inc., Dimps Corporation",BANDAI NAMCO Entertainment,,10264,2204,0,"500,000 .. 1,000,000",751,0,560,0,5999,5999,0,301
180,333600,NEKOPARA Vol. 1,NEKO WORKs,Sekai Project,,25318,1236,0,"500,000 .. 1,000,000",239,0,149,0,999,999,0,41
181,17450,Dragon Age: Origins,BioWare,Electronic Arts,,9612,856,0,"500,000 .. 1,000,000",2087,0,2511,0,2999,2999,0,20
182,611790,House Party,"Eek! Games, LLC","Eek! Games, LLC",,12290,1856,0,"500,000 .. 1,000,000",569,0,485,0,2499,2499,0,251
183,1448440,Wo Long: Fallen Dynasty,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD., CE-Asia(Asia)",,11916,13279,0,"500,000 .. 1,000,000",1789,0,2287,0,5999,5999,0,751
184,323910,SteamVR Performance Test,Valve,DNVR Prod,,4225,1297,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,16
185,493900,Dungeons 3,Realmforge Studios,Kalypso Media,,16873,997,0,"500,000 .. 1,000,000",636,0,564,0,2999,2999,0,158
186,384190,ABZU,Giant Squid,505 Games,,22611,1736,0,"500,000 .. 1,000,000",90,0,67,0,1999,1999,0,22
187,704450,Neverwinter Nights: Enhanced Edition,Beamdog,Beamdog,,6816,775,0,"500,000 .. 1,000,000",8869,0,499,0,1999,1999,0,1177
188,253230,A Hat in Time,Gears for Breakfast,Gears for Breakfast,,48009,1014,0,"500,000 .. 1,000,000",1028,0,843,0,2999,2999,0,249
189,330840,Game of Thrones - A Telltale Games Series,Telltale Games,Telltale Games,,7996,2553,0,"500,000 .. 1,000,000",550,0,503,0,0,0,0,6
190,1669980,Volcano Princess,养蛋人 Egg Hatcher,Gamera Games,,29176,649,0,"500,000 .. 1,000,000",414,0,328,0,1099,1099,0,1299
191,1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,"Team Ladybug, WSS playground"," WSS playground, PLAYISM",,5481,390,0,"500,000 .. 1,000,000",52,0,99,0,1999,1999,0,12
192,1189490,觅长生,Chalcedony Network,Chalcedony Network,,22193,1594,0,"500,000 .. 1,000,000",1360,0,976,0,1499,1499,0,3445
193,1222730,STAR WARS: Squadrons,MOTIVE,Electronic Arts,,16974,8326,0,"500,000 .. 1,000,000",155,0,186,0,3999,3999,0,152
194,301910,Saints Row: Gat out of Hell,"Deep Silver Volition, High Voltage Software",Deep Silver,,7030,2323,0,"500,000 .. 1,000,000",409,0,441,0,1499,1499,0,21
195,536220,The Walking Dead: A New Frontier,Telltale Games,Skybound Games,,12334,2714,0,"500,000 .. 1,000,000",610,0,510,0,1499,1499,0,81
196,346940,Shadowrun: Hong Kong - Extended Edition,Harebrained Schemes,Paradox Interactive,,3862,595,0,"500,000 .. 1,000,000",244,0,165,0,1999,1999,0,39
197,359870,FINAL FANTASY X/X-2 HD Remaster,Square Enix,Square Enix,,15634,1635,0,"500,000 .. 1,000,000",3552,226,551,226,2999,2999,0,937
198,222480,Resident Evil Revelations,Capcom,Capcom,,10765,2893,0,"500,000 .. 1,000,000",471,0,475,0,1999,1999,0,101
199,562810,MONOPOLY PLUS,Ubisoft Pune,Ubisoft,,6494,8756,0,"500,000 .. 1,000,000",380,11,221,11,599,1499,60,411
200,228300,Remember Me,DONTNOD Entertainment,Capcom,,12619,2598,0,"500,000 .. 1,000,000",213,0,176,0,2999,2999,0,24
201,45760,Ultra Street Fighter IV,Capcom,Capcom,,12722,1487,0,"500,000 .. 1,000,000",356,0,209,0,1499,1499,0,195
202,294860,Valkyria Chronicles,SEGA,SEGA,,11248,1185,0,"500,000 .. 1,000,000",437,0,336,0,1999,1999,0,67
203,1097840,Gears 5,The Coalition,Xbox Game Studios,,14986,6510,0,"500,000 .. 1,000,000",658,0,675,0,3999,3999,0,391
204,359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,marbenx,marbenx,,9326,469,0,"500,000 .. 1,000,000",175,0,52,0,99,99,0,8
205,329430,State of Decay: YOSE,Undead Labs,Xbox Game Studios,,9145,2064,0,"500,000 .. 1,000,000",566,0,202,0,1999,1999,0,128
206,760510,Cat Burglar: A Tail of Purrsuit,Gamers for Good,Gamers for Good,,334,27,0,"500,000 .. 1,000,000",131,0,90,0,0,0,0,1
207,866800,The Walking Dead: The Final Season,Telltale Games,Skybound Games,,16103,879,0,"500,000 .. 1,000,000",610,0,563,0,1999,1999,0,96
208,1543030,Sword and Fairy 7,"Softstar Technology (Beijing) Co., Ltd","CubeGame, Softstar Technology (Beijing) Co., Ltd",,12103,4620,0,"500,000 .. 1,000,000",808,0,628,0,2999,2999,0,383
209,22100,Mount & Blade,TaleWorlds Entertainment,TaleWorlds Entertainment,,5670,468,0,"500,000 .. 1,000,000",533,0,44,0,999,999,0,93
210,960990,Beyond: Two Souls,Quantic Dream,Quantic Dream,,17739,2320,0,"500,000 .. 1,000,000",290,0,327,0,1999,1999,0,188
211,418340,RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games,,9343,2193,0,"500,000 .. 1,000,000",197,0,279,0,1999,1999,0,5
212,1325860,VTube Studio,DenchiSoft,DenchiSoft,,3692,314,0,"500,000 .. 1,000,000",1711,973,60,973,0,0,0,11294
213,607050,Wargroove,Chucklefish,Chucklefish,,4102,816,0,"500,000 .. 1,000,000",129,0,99,0,1999,1999,0,39
214,7510,X-Blades,Gaijin Entertainment,Topware Interactive,,1927,1201,0,"500,000 .. 1,000,000",282,0,330,0,1299,1299,0,4
215,39190,Dungeon Siege,Gas Powered Games,Square Enix,,2889,679,0,"500,000 .. 1,000,000",201,0,321,0,699,699,0,82
216,362680,Fran Bow,Killmonday Games AB,Killmonday Games AB,,15169,441,0,"500,000 .. 1,000,000",26,0,26,0,1499,1499,0,110
217,1233570,Mirror's Edge Catalyst,DICE,Electronic Arts,,10967,2320,0,"500,000 .. 1,000,000",237,0,157,0,1999,1999,0,96
218,409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",Crows Crows Crows,Crows Crows Crows,,8841,629,0,"500,000 .. 1,000,000",133,0,167,0,0,0,0,3
219,501300,What Remains of Edith Finch,Giant Sparrow,Annapurna Interactive,,35903,1619,0,"500,000 .. 1,000,000",105,0,95,0,499,1999,75,152
220,46500,Syberia,Microids,Microids,,5037,660,0,"500,000 .. 1,000,000",166,0,138,0,1299,1299,0,44
221,384300,CPUCores :: Maximize Your FPS,Smorb Software,Smorb Software,,8505,3353,0,"500,000 .. 1,000,000",39355,1,14782,1,1499,1499,0,247
222,214170,Divine Divinity,Larian Studios,Larian Studios,,2838,389,0,"500,000 .. 1,000,000",33,0,38,0,599,599,0,44
223,383180,Dead Island: Riptide Definitive Edition,Techland,Deep Silver,,5731,2241,0,"500,000 .. 1,000,000",361,130,222,104,1999,1999,0,3311
224,402180,Sakura Swim Club,Winged Cloud,Winged Cloud,,2417,424,0,"500,000 .. 1,000,000",77,0,108,0,999,999,0,1
225,385800,NEKOPARA Vol. 0,NEKO WORKs,Sekai Project,,16267,1045,0,"500,000 .. 1,000,000",128,0,77,0,299,299,0,13
226,311730,DEAD OR ALIVE 5 Last Round: Core Fighters,"Team NINJA, KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,6396,3033,0,"500,000 .. 1,000,000",144,0,31,0,0,0,0,54
227,274920,FaceRig,Holotech Studios,Holotech Studios,,6840,1626,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,334
228,589360,Ni no Kuni II: Revenant Kingdom,Level-5,BANDAI NAMCO Entertainment,,8677,1617,0,"500,000 .. 1,000,000",1717,0,587,0,5999,5999,0,139
229,1213740,She Will Punish Them,L2 Games,L2 Games,,11430,954,0,"500,000 .. 1,000,000",440,0,127,0,1599,1599,0,53
230,746850,Cloudpunk,ION LANDS,"ION LANDS, Maple Whispering Limited",,11694,1527,0,"500,000 .. 1,000,000",325,0,223,0,1999,1999,0,23
231,428550,Momodora: Reverie Under The Moonlight,Bombservice,PLAYISM,,9958,665,0,"500,000 .. 1,000,000",116,0,65,0,999,999,0,22
232,300550,Shadowrun: Dragonfall - Director's Cut,Harebrained Schemes,Paradox Interactive,,5422,622,0,"500,000 .. 1,000,000",851,0,1050,0,1499,1499,0,29
233,650700,Yume Nikki,kikiyama,PLAYISM,,6286,415,0,"500,000 .. 1,000,000",70,0,42,0,0,0,0,50
234,1084600,My Time at Sandrock,Pathea Games,"Pathea Games, Focus Entertainment, PM Studios, Inc., DMM Games",,19833,2591,0,"500,000 .. 1,000,000",1160,466,906,466,3999,3999,0,2406
235,644830,The Surge 2,Deck13,Focus Entertainment,,5772,1745,0,"500,000 .. 1,000,000",3293,0,1233,0,2999,2999,0,75
236,921590,DISSIDIA FINAL FANTASY NT Free Edition,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,,1486,1898,0,"500,000 .. 1,000,000",100,0,16,0,0,0,0,15
237,1041320,Lords Mobile,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,,3545,1680,0,"500,000 .. 1,000,000",17907,0,32586,0,0,0,0,2026
238,8000,Tomb Raider: Anniversary,Crystal Dynamics,Crystal Dynamics,,4932,1055,0,"500,000 .. 1,000,000",56,0,57,0,899,899,0,133
239,1970580,Backpack Hero,Jaspel,"Different Tales, IndieArk",,5620,676,0,"500,000 .. 1,000,000",1133,0,774,0,1999,1999,0,724
240,289950,Construction Simulator 2015,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,,5448,1191,0,"500,000 .. 1,000,000",1554,0,883,0,499,499,0,44
241,605740,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",Nils Jakrins,Excalibur Games,,12126,2622,0,"500,000 .. 1,000,000",8218,0,8218,0,2499,2499,0,232
242,999220,Amnesia: Rebirth,Frictional Games,Frictional Games,,5961,1834,0,"500,000 .. 1,000,000",263,0,386,0,2999,2999,0,27
243,847370,Sunset Overdrive,"Insomniac Games, Blind Squirrel Games",Xbox Game Studios,,10179,1130,0,"500,000 .. 1,000,000",693,0,348,0,1999,1999,0,102
244,546050,Puyo PuyoTetris,"Sonic Team, Bitbaboon",SEGA,,4449,858,0,"500,000 .. 1,000,000",6245,0,6245,0,1999,1999,0,47
245,351640,Eternal Senia,Sanctum Games,Sanctum Games,,11543,287,0,"500,000 .. 1,000,000",74,0,33,0,0,0,0,5
246,641320,Cooking Simulator,Big Cheese Studio,"Big Cheese Studio, PlayWay S.A.",,14272,2570,0,"500,000 .. 1,000,000",102,0,77,0,1999,1999,0,172
247,557180,League of Maidens,Maiden Gaming Inc.,Maiden Gaming Inc.,,3275,2742,0,"500,000 .. 1,000,000",16465,0,24695,0,0,0,0,87
248,204060,Superbrothers: Sword & Sworcery EP,"Capybara, Superbrothers, Jim Guthrie",Capybara Games,,1974,580,0,"500,000 .. 1,000,000",51,0,49,0,799,799,0,0
249,881020,Granblue Fantasy: Relink,"Cygames, Inc.","Cygames, Inc.",,23655,2339,0,"500,000 .. 1,000,000",1551,1008,1175,341,5999,5999,0,75857
250,46510,Syberia II,Microids,Microids,,2166,350,0,"500,000 .. 1,000,000",149,0,246,0,1299,1299,0,8
251,973760,Thronebreaker: The Witcher Tales,CD PROJEKT RED,CD PROJEKT RED,,13571,1723,0,"500,000 .. 1,000,000",1548,0,2142,0,1999,1999,0,115
252,1189630,Path Of Wuxia,香港商河洛互動娛樂股份有限公司,香港商河洛互動娛樂股份有限公司,,23546,6284,0,"500,000 .. 1,000,000",1124,0,1263,0,3499,3499,0,307
253,1097430,Book of Yog Idle RPG,元气工作室,元气工作室,,3972,2020,0,"500,000 .. 1,000,000",1011,0,106,0,0,0,0,759
254,1369630,ENDER LILIES: Quietus of the Knights,"Live Wire, Adglobe",Binary Haze Interactive,,29046,1748,0,"500,000 .. 1,000,000",223,0,68,0,2499,2499,0,306
255,351970,Tales of Zestiria,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,,7093,1638,0,"500,000 .. 1,000,000",418,0,586,0,4999,4999,0,80
256,256290,Child of Light,Ubisoft Montréal,Ubisoft,,11850,1006,0,"500,000 .. 1,000,000",382,0,402,0,449,1499,70,31
257,428690,Youtubers Life,U-Play Online,"U-Play Online, ",,9734,3093,0,"500,000 .. 1,000,000",687,0,530,0,824,2499,67,64
258,265300,Lords Of The Fallen 2014,"CI Games, Deck 13",CI Games,,11421,7734,0,"500,000 .. 1,000,000",698,0,399,0,2999,2999,0,38
259,1222690,Dragon Age Inquisition,BioWare,Electronic Arts,,11296,3738,0,"500,000 .. 1,000,000",292,0,137,0,3999,3999,0,1127
260,700600,Evil Genius 2: World Domination,Rebellion,Rebellion,,7464,3575,0,"500,000 .. 1,000,000",1243,0,1082,0,3999,3999,0,231
261,330830,Tales from the Borderlands,Telltale Games,2K,,16146,815,0,"500,000 .. 1,000,000",750,0,788,0,1499,1999,25,58
262,231160,The Swapper,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,,6785,406,0,"500,000 .. 1,000,000",99,0,60,0,1499,1499,0,7
263,360830,Yooka-Laylee,Playtonic Games,Playtonic Friends,,3726,1216,0,"500,000 .. 1,000,000",130,0,166,0,3999,3999,0,26
264,323580,Jotun: Valhalla Edition,Thunder Lotus Games,Thunder Lotus Games,,6414,1861,0,"500,000 .. 1,000,000",219,0,148,0,1499,1499,0,4
265,447530,VA-11 Hall-A: Cyberpunk Bartender Action,Sukeban Games,"Ysbryd Games, PLAYISM",,32690,834,0,"500,000 .. 1,000,000",489,0,538,0,1499,1499,0,84
266,2600,Vampire: The Masquerade - Bloodlines,Troika Games,Activision,,12059,656,0,"500,000 .. 1,000,000",277,0,268,0,1999,1999,0,103
267,606880,GreedFall,Spiders,Focus Entertainment,,14241,4196,0,"500,000 .. 1,000,000",368,0,175,0,3499,3499,0,188
268,939850,The Dark Pictures Anthology: Man of Medan,Supermassive Games,BANDAI NAMCO Entertainment Europe,,7562,2499,0,"500,000 .. 1,000,000",227,0,325,0,1999,1999,0,154
269,385760,NBA 2K17,Visual Concepts,2K,,4726,4097,0,"500,000 .. 1,000,000",9497,0,10378,0,0,0,0,109
270,632350,Cyberdimension Neptunia: 4 Goddesses Online,"IDEA FACTORY, COMPILE HEART, TAMSOFT",Idea Factory International,,4016,582,0,"500,000 .. 1,000,000",89,0,89,0,2999,2999,0,6
271,611660,Fallout 4 VR,Bethesda Game Studios,Bethesda Softworks,,4577,2883,0,"500,000 .. 1,000,000",347,0,175,0,5999,5999,0,90
272,341310,Greyfox RPG,Lesley Dodd,Senpai Studios,,1331,453,0,"500,000 .. 1,000,000",228,0,233,0,199,199,0,0
273,473690,Absolver,Sloclap,Devolver Digital,,10132,3958,0,"500,000 .. 1,000,000",299,0,320,0,2999,2999,0,31
274,39150,FINAL FANTASY VIII,Square Enix,Square Enix,,7663,995,0,"500,000 .. 1,000,000",5387,0,8079,0,1199,1199,0,134
275,420530,OneShot,Future Cat LLC,KOMODO,,41850,735,0,"500,000 .. 1,000,000",372,0,453,0,999,999,0,124
276,851100,Touhou Luna Nights,"Team Ladybug, WSS playground","WSS playground, PLAYISM",,12661,292,0,"500,000 .. 1,000,000",490,0,681,0,1799,1799,0,32
277,368340,CrossCode,Radical Fish Games,"Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment",,14329,1010,0,"500,000 .. 1,000,000",284,0,131,0,1999,1999,0,138
278,1584090,Touhou Mystia's Izakaya,"二色幽紫蝶, Re零同人社","二色幽紫蝶, Re零同人社",,19477,468,0,"500,000 .. 1,000,000",956,0,510,0,599,599,0,2407
279,548570,RAGE 2,"id Software, Avalanche Studios",Bethesda Softworks,,9821,5910,0,"500,000 .. 1,000,000",236,0,269,0,3999,3999,0,129
280,224960,Tomb Raider I (1996),Core Design,Crystal Dynamics,,3761,646,0,"500,000 .. 1,000,000",90,0,132,0,699,699,0,22
281,587620,Okami HD,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,7405,607,0,"500,000 .. 1,000,000",281,0,159,0,1999,1999,0,77
282,1333350,Angel Legion,Shanghai SilverMoon Network Technology Co.Ltd,Shanghai SilverMoon Network Technology Co.Ltd,,7135,1050,0,"500,000 .. 1,000,000",14,0,5,0,0,0,0,905
283,362490,Exanima,Bare Mettle Entertainment,Bare Mettle Entertainment,,9134,1959,0,"500,000 .. 1,000,000",646,0,623,0,1499,1499,0,167
284,232790,Broken Age,Double Fine Productions,Double Fine Productions,,6525,1283,0,"500,000 .. 1,000,000",240,0,70,0,1499,1499,0,16
285,1954200,Kena: Bridge of Spirits,Ember Lab,Ember Lab,,10645,896,0,"500,000 .. 1,000,000",38,15,57,15,3999,3999,0,149
286,222940,THE KING OF FIGHTERS XIII STEAM EDITION,SNK CORPORATION,SNK CORPORATION,,8796,923,0,"500,000 .. 1,000,000",182,0,157,0,1999,1999,0,94
287,629820,Maneater,Tripwire Interactive,Tripwire Interactive,,12056,1487,0,"500,000 .. 1,000,000",536,0,635,0,1399,3999,65,246
288,1659420,UNCHARTED: Legacy of Thieves Collection,"Naughty Dog LLC, Iron Galaxy Studios",PlayStation PC LLC,,17629,2035,0,"500,000 .. 1,000,000",869,1464,1186,1464,4999,4999,0,908
289,219780,Divinity II: Developer's Cut,Larian Studios,"Larian Studios, Focus Home Interactive",,3751,690,0,"500,000 .. 1,000,000",176,0,86,0,1999,1999,0,45
290,769560,月圆之夜 (Night of Full Moon),Giant Games,Giant Games,,7751,1250,0,"500,000 .. 1,000,000",572,0,349,0,0,0,0,852
291,555220,Detention,RedCandleGames,"RedCandleGames, AGM PLAYISM",,11402,2611,0,"500,000 .. 1,000,000",248,0,248,0,1199,1199,0,16
292,2532550,LIZARDS MUST DIE,the Bratans,"Smola Game Studio, Agafonoff",,22259,598,0,"500,000 .. 1,000,000",23,0,22,0,199,199,0,83
293,13250,Unreal Gold,"Epic Games, Inc.","Epic Games, Inc.",,2093,265,0,"500,000 .. 1,000,000",96,0,54,0,0,0,0,8
294,15120,Tom Clancy's Rainbow Six Vegas 2,Ubisoft Montreal,Ubisoft,,4431,800,0,"500,000 .. 1,000,000",211,0,77,0,249,999,75,64
295,370240,NBA 2K16,Visual Concepts,2K,,3817,3557,0,"500,000 .. 1,000,000",3583,0,2157,0,0,0,0,42
296,327890,I Am Bread,Bossa Studios,tinyBuild,,4494,1284,0,"500,000 .. 1,000,000",98,0,86,0,1299,1299,0,8
297,322190,SteamWorld Heist,Image & Form Games,Image & Form Games,,4885,311,0,"500,000 .. 1,000,000",507,48,347,48,1499,1499,0,12
298,449680,SAMOLIOTIK,Volens Nolens Games,Volens Nolens Games,,2283,441,0,"500,000 .. 1,000,000",198,0,262,0,49,499,90,1
299,420110,NEKOPARA Vol. 2,NEKO WORKs,Sekai Project,,12078,353,0,"500,000 .. 1,000,000",193,0,143,0,999,999,0,20
300,1238040,Dragon Age II: Ultimate Edition,BioWare,Electronic Arts,,3525,846,0,"500,000 .. 1,000,000",259,0,357,0,2999,2999,0,281
301,362930,Garfield Kart,Artefacts Studio,Microids,,12176,1678,0,"500,000 .. 1,000,000",361,0,37,0,499,499,0,52
302,838380,DEAD OR ALIVE 6,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,6245,2200,0,"500,000 .. 1,000,000",477,0,125,0,5999,5999,0,88
303,1592190,BONELAB,Stress Level Zero,Stress Level Zero,,10193,3094,0,"500,000 .. 1,000,000",397,0,429,0,3999,3999,0,235
304,2172180,Howl,Mi'pu'mi Games GmbH,astragon Entertainment,,27,0,0,"500,000 .. 1,000,000",0,0,0,0,1499,1499,0,2
305,1170880,Grimm's Hollow,ghosthunter,ghosthunter,,12392,171,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,21
306,822240,Animal Jam,"WildWorks, Inc.","WildWorks, Inc.",,2292,1364,0,"500,000 .. 1,000,000",139,0,139,0,0,0,0,142
307,469820,Genital Jousting,Free Lives,Devolver Digital,,9636,825,0,"500,000 .. 1,000,000",207,0,54,0,699,699,0,15
308,1135690,Unpacking,Witch Beam,Humble Games,,25959,2021,0,"500,000 .. 1,000,000",122,0,146,0,1999,1999,0,373
309,232430,Gone Home,Fullbright,Fullbright,,13401,4015,0,"500,000 .. 1,000,000",108,0,118,0,1499,1499,0,6
310,2140510,Town of Salem 2,BlankMediaGames LLC,BlankMediaGames LLC,,4322,1109,0,"500,000 .. 1,000,000",111,0,111,0,0,0,0,623
311,2200,Quake III Arena,id Software,id Software,,3247,152,0,"500,000 .. 1,000,000",387,0,59,0,1499,1499,0,36
312,35130,Lara Croft and the Guardian of Light,Crystal Dynamics,Crystal Dynamics,,3952,365,0,"500,000 .. 1,000,000",173,0,100,0,999,999,0,24
313,289690,LARA CROFT AND THE TEMPLE OF OSIRIS,Crystal Dynamics,Crystal Dynamics,,2700,1304,0,"500,000 .. 1,000,000",67,0,27,0,1999,1999,0,16
314,8140,Tomb Raider: Underworld,Crystal Dynamics,Crystal Dynamics,,4234,1292,0,"500,000 .. 1,000,000",57,0,36,0,899,899,0,68
315,15170,Heroes of Might & Magic V,Nival,Ubisoft,,2997,412,0,"500,000 .. 1,000,000",1581,0,1518,0,249,999,75,387
316,936790,Life is Strange: True Colors,Deck Nine,Square Enix,,11673,1311,0,"500,000 .. 1,000,000",740,0,771,0,5999,5999,0,187
317,258180,Deus Ex: The Fall,,Eidos Interactive Corp.,,1528,2741,0,"500,000 .. 1,000,000",98,0,148,0,999,999,0,5
318,391730,Crashlands,Butterscotch Shenanigans,Butterscotch Shenanigans,,4141,519,0,"500,000 .. 1,000,000",859,0,1566,0,1499,1499,0,225
319,438640,LEGO STAR WARS: The Force Awakens,"Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",,5295,926,0,"500,000 .. 1,000,000",1172,0,1754,0,1999,1999,0,56
320,388880,Oxenfree,Night School Studio,Night School Studio,,10361,873,0,"500,000 .. 1,000,000",193,0,290,0,999,999,0,21
321,39650,The Guild II,4HEAD Studios,THQ Nordic,,558,231,0,"500,000 .. 1,000,000",2,0,2,0,999,999,0,3
322,237850,Dreamfall Chapters,Red Thread Games,Red Thread Games,,3585,748,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,13
323,429570,The Walking Dead: Michonne - A Telltale Miniseries,Telltale Games,Skybound Games,,5559,1419,0,"500,000 .. 1,000,000",284,0,326,0,1499,1499,0,14
324,71250,Sonic Adventure DX,SEGA,SEGA,,12615,1278,0,"500,000 .. 1,000,000",392,0,264,0,799,799,0,164
325,602520,NEKOPARA Vol. 3,NEKO WORKs,Sekai Project,,11441,338,0,"500,000 .. 1,000,000",157,0,111,0,999,999,0,25
326,218410,Defender's Quest: Valley of the Forgotten (DX edition),"Level Up Labs, LLC",Level Up Labs,,3202,149,0,"500,000 .. 1,000,000",161,0,161,0,1499,1499,0,6
327,252330,Slender: The Arrival,Blue Isle Studios,Blue Isle Publishing,,7636,1043,0,"500,000 .. 1,000,000",464,0,600,0,1999,1999,0,9
328,6920,Deus Ex: Invisible War,Ion Storm,Eidos Interactive Corp.,,1201,890,0,"500,000 .. 1,000,000",0,0,0,0,699,699,0,10
329,245280,ENSLAVED: Odyssey to the West Premium Edition,Ninja Theory,BANDAI NAMCO Entertainment,,5893,991,0,"500,000 .. 1,000,000",208,0,102,0,1999,1999,0,25
