,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1705,1803400,Beneath Oresa,Broken Spear Inc.,Goblinz Publishing,,751,192,0,"50,000 .. 100,000",487,0,973,0,2499,2499,0,33
1706,440420,True Fear: Forsaken Souls Part 1,Goblinz Enterprises Ltd,The Digital Lounge,,787,74,0,"50,000 .. 100,000",0,0,0,0,899,899,0,4
1707,812160,Etherborn,Altered Matter,Akupara Games,,277,103,0,"50,000 .. 100,000",0,0,0,0,1699,1699,0,1
1708,1921560,Flowers -Le volume sur hiver-,Innocent Grey,JAST,,489,81,0,"50,000 .. 100,000",641,0,641,0,1999,1999,0,2
1709,1899060,Pocket Mirror ~ GoldenerTraum,"AstralShift, VisuStella",KOMODO,,793,54,0,"50,000 .. 100,000",1223,0,1223,0,1999,1999,0,18
1710,2124380,Super Lesbian Animal RPG,ponett,ponett,,1079,8,0,"50,000 .. 100,000",268,0,268,0,1499,1499,0,6
1711,1920480,River City Girls 2,WayForward,"WayForward, Arc System Works",,1093,201,0,"50,000 .. 100,000",1782,0,1782,0,3999,3999,0,40
1712,2130460,FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1124,114,0,"50,000 .. 100,000",0,0,0,0,4999,4999,0,8
1713,1776970,月に寄りそう乙女の作法,Navel,HIKARI FIELD,,2699,56,0,"50,000 .. 100,000",906,0,906,0,3999,3999,0,104
1714,1675440,Moxie's Lemon,Rosstin Murphy,Aqualuft Games,,10,0,0,"50,000 .. 100,000",0,0,0,0,200,200,0,0
1715,2515310,One Night: Burlesque,RedDeer.Games,RedDeer.Games,,6,0,0,"50,000 .. 100,000",0,0,0,0,1299,1299,0,0
1716,372750,Girl Amazon Survival,Kobra Studio,Kobra Studio,,104,133,0,"50,000 .. 100,000",449,0,449,0,299,299,0,1
1717,92210,Hitogata Happa,Platine Dispositif,Rockin' Android,,147,35,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1718,366280,TWINKLE STAR SPRITES,"SNK CORPORATION, Dotemu",SNK CORPORATION,,151,57,0,"50,000 .. 100,000",1,0,1,0,799,799,0,0
1719,277470,The Book of Legends,Aldorlea Games,Aldorlea Games,,186,92,0,"50,000 .. 100,000",0,0,0,0,99,999,90,0
1720,841350,NALOGI 2,CUTE ANIME GIRLS,Tranquility games,,240,85,0,"50,000 .. 100,000",0,0,0,0,199,199,0,1
1721,395270,A Wolf in Autumn,David Szymanski,David Szymanski,,276,98,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0
1722,454410,GIGA WRECKER,GAME FREAK inc.,Rising Star Games,,505,131,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,0
1723,384680,MechaNika,Mango Protocol,"Mango Protocol, WhisperGames",,711,75,0,"50,000 .. 100,000",393,0,393,0,399,399,0,1
1724,2055050,Cavalry Girls,中子星游戏研究所,OKJOY,,839,131,0,"50,000 .. 100,000",0,0,0,0,999,999,0,100
1725,314230,Rodina,Elliptic Games,Elliptic Games,,1234,85,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
1726,2218770,Meat Puppet,Kronos Digital Entertainment,"Piko Interactive LLC, Bleem.net",,2,1,0,"50,000 .. 100,000",0,0,0,0,314,899,65,0
1727,1551820,Twin Mind: Murderous Jealousy Collector's Edition,DominiGames,DominiGames,,5,5,0,"50,000 .. 100,000",0,0,0,0,699,699,0,1
1728,762180,Treachery in Beatdown City,"NuChallenger, HurakanWorks",NuChallenger,,60,13,0,"50,000 .. 100,000",0,0,0,0,599,1999,70,1
1729,1363470,ARISEN: Prologue,Maratus,Maratus,,68,14,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1730,1743080,Night Cascades,Hanako Games,Hanako Games,,111,5,0,"50,000 .. 100,000",0,0,0,0,999,999,0,1
1731,1493020,Song of Farca: Prologue,Wooden Monkeys,Alawar Premium,,143,18,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1732,695050,Rain of Reflections: Set Free,Lionbite Games,Lionbite Games,,248,74,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1733,1413960,Chevalier Historie,PICOPICOSOFT,Kagura Games,,288,52,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,4
1734,1096720,CATGIRL LOVER,CUTE ANIME GIRLS,Tranquility games,,742,218,0,"50,000 .. 100,000",313,0,385,0,199,199,0,1
1735,1195020,Guardians of the Ashes,Mature Games,Mature Games,,332,105,0,"50,000 .. 100,000",235,0,235,0,299,299,0,2
1736,1058840,Super Web Kittens: Act I,Kuno Hoshiko,Kuno Hoshiko,,6,1,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1737,2622260,TASOKARE HOTEL Re:newal,SEEC Inc.,SEEC Inc.,,20,1,0,"50,000 .. 100,000",0,0,0,0,3999,3999,0,5
1738,359670,Vagrant Hearts 2,Warfare Studios,Warfare Studios,,22,18,0,"50,000 .. 100,000",0,0,0,0,104,699,85,0
1739,354730,Deadly Sin,Dancing Dragon Games,KOMODO,,37,29,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
1740,370660,Opaline,Warfare Studios,Aldorlea Games,,47,19,0,"50,000 .. 100,000",0,0,0,0,599,599,0,1
1741,2500420,Fantasy Kommander: Eukarion Wars,"AgeOfGames, Untold Games","AgeOfGames, Troglobytes Games",,64,3,0,"50,000 .. 100,000",0,0,0,0,799,799,0,1
1742,307620,Curses 'N Chaos,Tribute Games Inc.,Tribute Games Inc.,,71,50,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1743,262240,SUGURI,Orange_Juice,"Rockin' Android, Rockin Android",,164,30,0,"50,000 .. 100,000",0,0,0,0,599,599,0,0
1744,395620,Ittle Dew 2+,Ludosity,Ludosity,,332,53,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,3
1745,475490,Major\Minor - Complete Edition,Klace,Klace,,443,132,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1746,288930,The Charnel House Trilogy,Owl Cave,Owl Cave,,517,128,0,"50,000 .. 100,000",0,0,0,0,599,599,0,1
1747,396350,Bleed 2,Ian Campbell,Ian Campbell,,779,36,0,"50,000 .. 100,000",0,0,0,0,999,999,0,2
1748,810670,NALOGI,CUTE ANIME GIRLS,Tranquility games,,1252,341,0,"50,000 .. 100,000",304,0,455,0,199,199,0,0
1749,1502230,Tower of Waifus,Galart,Galart,,218,76,0,"50,000 .. 100,000",0,0,0,0,199,199,0,1
1750,1026160,Misadventures of Laura Silver,Studio Attic Salt,Studio Attic Salt,,222,33,0,"50,000 .. 100,000",249,0,249,0,799,799,0,0
1751,985430,Terrible Laboratory,aburasobabiyori,Kagura Games,,295,71,0,"50,000 .. 100,000",0,0,0,0,1099,1099,0,0
1752,1463890,Slay the Dragon!,Slay the Dragon!-Team,The Animation Workshop,,347,13,0,"50,000 .. 100,000",0,0,0,0,0,0,0,2
1753,1078280,Ruins Seeker,Nupuryu no sato,Kagura Games,,592,42,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,2
1754,1000080,Zengeon,IndieLeague Studio,2P Games,,1018,492,0,"50,000 .. 100,000",155,0,298,0,1999,1999,0,0
1755,1446650,BRAVELY DEFAULT II,"Square Enix, Claytechworks",Square Enix,,1278,262,0,"50,000 .. 100,000",0,0,0,0,5999,5999,0,47
1756,1398740,The Chrono Jotter,Orca Layout,"2P Games, Orca Layout",,1528,62,0,"50,000 .. 100,000",0,0,0,0,1199,1199,0,3
1757,882940,The Moment We Met,萌约游戏制作组,萌约游戏制作组,,151,97,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0
1758,1998420,Mida's Adventure,Recall Software,Recall Software,,8,1,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
1759,1451860,Cyber Badminton 2020,CAREBOT GAMES,CAREBOT GAMES,,5,2,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
1760,370640,Midnight's Blessing,Warfare Studios,Warfare Studios,,31,24,0,"50,000 .. 100,000",0,0,0,0,99,999,90,0
1761,468570,De-Void,Pulsetense Games,PulseTense,,66,50,0,"50,000 .. 100,000",0,0,0,0,799,799,0,0
1762,611120,IKEA VR Pancake Kitchen,IKEA Communications AB,IKEA Communications AB,,248,97,0,"50,000 .. 100,000",76,0,76,0,0,0,0,2
1763,372940,Lost Lands: The Four Horsemen Collector's Edition,FIVE-BN GAMES,FIVE-BN GAMES,,257,18,0,"50,000 .. 100,000",0,0,0,0,999,999,0,2
1764,504000,Endless Fables: The Minotaur's Curse,Sunward Games,Artifex Mundi,,257,26,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,2
1765,316260,Disney Universe,Eurocom,Disney,,267,53,0,"50,000 .. 100,000",230,0,230,0,1999,1999,0,4
1766,452540,Skylar & Plux: Adventure On Clover Island,"Right Nice Games, Grip Digital",Grip Digital,,362,51,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1767,520850,Lost in Secular Love,YETU GAME,YETU GAME,,410,57,0,"50,000 .. 100,000",0,0,0,0,999,999,0,1
1768,527280,Nights of Azure,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,440,197,0,"50,000 .. 100,000",0,0,0,0,2999,2999,0,0
1769,500670,Tormentor❌Punisher,E-Studio,Raw Fury,,501,62,0,"50,000 .. 100,000",38,0,38,0,799,799,0,0
1770,294660,Putt-Putt Saves The Zoo,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",,660,23,0,"50,000 .. 100,000",0,0,0,0,699,699,0,27
1771,1431850,The Tartarus Key,Vertical Reach,Armor Games Studios,,135,5,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,2
1772,1682410,寂寞神明的心愿手记,"妖妖灵制作组, 燃心游戏工作室",妖妖灵制作组,,271,70,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1773,2242760,The Escape: Together,Nightstuff Games,Nightstuff Games,,681,145,0,"50,000 .. 100,000",174,0,174,0,299,299,0,26
1774,1421760,What Comes After,"Pikselnesia, Rolling Glory Jam",Rolling Glory Jam,,782,77,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
1775,951000,Trap Shrine,No Strike,Eroge Japan,,1453,93,0,"50,000 .. 100,000",0,0,0,0,999,999,0,1
1776,248800,Dysfunctional Systems: Learning to Manage Chaos,Dischan Media,Dischan Media,,596,191,0,"50,000 .. 100,000",37,0,37,0,499,499,0,0
1777,1486870,Hiddenverse: Ominous Opus,Shaman Games Studio,HH-Games,,3,15,0,"50,000 .. 100,000",0,0,0,0,454,699,35,0
1778,1681520,Fifefer Island - Terrena's Adventure,Power Parametrics LLC,Power Parametrics LLC,,14,0,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1779,2109800,My Dear Sister,4 BUDDIES,4 BUDDIES,,5,1,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0
1780,527810,Dynamite Alex,Ryan Silberman,Opium Pulses Entertainment,,20,15,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
1781,370690,Elendia Ceus,Aldorlea Games,Aldorlea Games,,22,10,0,"50,000 .. 100,000",0,0,0,0,76,699,89,0
1782,889740,The Oni Sellsword,Eric Baskin,Eric Baskin,,59,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1783,1043230,Touhou Shinreibyou ~ Ten Desires.,上海アリス幻樂団,"Mediascape Co., Ltd.",,309,16,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,11
1784,40340,Secret Files 2: Puritas Cordis,Animation Arts,Ravenscourt,,149,26,0,"20,000 .. 50,000",0,0,0,0,999,999,0,2
1785,393390,Cat Simulator,"Funny Games Group, Catstudio",Funny Games Group,,171,209,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1786,39110,SEASON OF MYSTERY: The Cherry Blossom Murders,Square Enix,Square Enix,,229,52,0,"20,000 .. 50,000",144,0,144,0,499,499,0,0
1787,436290,Children of Zodiarcs,Cardboard Utopia,Square Enix,,361,146,0,"20,000 .. 50,000",0,0,0,0,1799,1799,0,2
1788,339040,Disney's Chicken Little,Avalanche Software,Disney,,398,172,0,"20,000 .. 50,000",0,0,0,0,999,999,0,4
1789,426690,Narcissu 10th Anniversary Anthology Project,stage-nana,Sekai Project,,543,14,0,"20,000 .. 50,000",0,0,0,0,299,299,0,2
1790,719430,Taima Miko Yuugi,うんこモリモリ丸,Paradise Project,,592,55,0,"20,000 .. 50,000",3,0,3,0,0,0,0,2
1791,348470,SAMURAI WARRIORS 4-II,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,999,339,0,"20,000 .. 50,000",0,0,0,0,4999,4999,0,7
1792,1666510,Magical Valkyrie Lyristia,ShiBoo!,Kagura Games,,213,76,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
1793,1607240,Mail Time,Kela van der Deijl,Freedom Games,,690,127,0,"20,000 .. 50,000",0,0,0,0,1399,1999,30,5
1794,1080750,Mutazione,Die Gute Fabrik,Akupara Games,,950,43,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,3
1795,1732740,Sakura Hime,GirlGames,GirlGames,,1193,100,0,"20,000 .. 50,000",0,0,0,0,399,399,0,1
1796,2027440,피랍 일지 - 그 남자로부터의 탈출,C's earth,C's earth,,4,2,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
1797,927080,Space Fox Kimi,ShenTzu,ShenTzu Games,,8,0,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1798,991740,Era Of Newborns,"Dogan Oral, Dodigamestudios, Can Sönmez",Dodi Game Studios,,40,35,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0
1799,773090,Lucid Dream Adventure,Dali Games,Dali Games,,173,37,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0
1800,907210,Phantom Thief Celianna,Acerola,Kagura Games,,185,104,0,"20,000 .. 50,000",0,0,0,0,1299,1299,0,1
1801,1328900,Explorer of Yggdrasil,Black Train,Kagura Games,,215,36,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,1
1802,1288030,BoxxyQuest: The Gathering Storm,SpherianGames,SpherianGames,,8,2,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1803,372890,Red Crow Mysteries: Legion,Cateia Games,Cateia Games,,15,28,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1804,340860,RaidersSphere4th,Rectangle,Sekai Project,,115,46,0,"20,000 .. 50,000",57,0,57,0,1999,1999,0,0
1805,337940,X-note,Zeiva Inc,Zeiva Inc,,125,122,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
1806,313870,A Vampyre Story,"Autumn Moon Entertainment, Jordan Freeman Group","Autumn Moon Entertainment, ZOOM Platform Media",,127,58,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1807,704690,Elisa: Seduce the Innkeeper,Neoclassic Games,Neoclassic Games,,134,53,0,"20,000 .. 50,000",114,0,114,0,499,499,0,0
1808,72900,Winter Voices,Clara Lehenaff,Clara Lehenaff,,167,91,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1809,377970,Void And Meddler,"no CVT, BlackMuffin",Mi-Clos Studio,,182,106,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
1810,243020,Pandemonium,Crystal Dynamics,Square Enix,,196,98,0,"20,000 .. 50,000",0,0,0,0,699,699,0,0
1811,299110,Theatre Of The Absurd,Gogii Games,Strategy First,,211,51,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1
1812,341020,Chronicles of Teddy,Storybird,"LookAtMyGame, Plug In Digital",,212,94,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
1813,256030,Shadows: Heretic Kingdoms,Games Farm,Kalypso Media Digital,,262,179,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,0
1814,573770,RED,"storyk21674, STILILA, 貓蛋","Ｌｅｍｏｎ　Ｂａｌｍ, RMAsia",,294,16,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1815,322130,Disney Princess: Enchanted Journey,Papaya Studio,Disney,,382,38,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,25
1816,467930,SMASHING THE BATTLE,Action Square(Studio HG),ACTION SQUARE,,431,144,0,"20,000 .. 50,000",7,0,7,0,1199,1199,0,0
1817,398100,Highschool Romance,Dharker Studios,Maid4Fun,,461,121,0,"20,000 .. 50,000",0,0,0,0,1299,1299,0,0
1818,303430,Roundabout,No Goblin,No Goblin,,532,38,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1819,764300,Shantae: Half-Genie Hero Ultimate Edition,WayForward,WayForward ,,799,89,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,9
1820,566540,Labyrinth of Refrain: Coven of Dusk,"Nippon Ichi Software, Inc.","NIS America, Inc.",,884,223,0,"20,000 .. 50,000",0,0,0,0,4999,4999,0,47
1821,2052410,WITCH ON THE HOLY NIGHT,"TYPE-MOON, Lasengle Inc., Hunex",Aniplex Inc.,,1913,25,0,"20,000 .. 50,000",0,0,0,0,3999,3999,0,195
1822,1060210,Disaster Report 4: Summer Memories,Granzella Inc.,"NIS America, Inc.",,289,129,0,"20,000 .. 50,000",0,0,0,0,5999,5999,0,1
1823,1502080,ALTDEUS: Beyond Chronos,MyDearest Inc.,MyDearest Inc.,,335,13,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,1
1824,943140,Sparklite,Red Blue Games,"Merge Games, Maple Whispering Limited",,398,114,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,2
1825,1147450,Divine Miko Koyori,Circle Poison,Kagura Games,,404,129,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
1826,1290170,Titan Chaser,Stas Shostak,Stas Shostak,,577,130,0,"20,000 .. 50,000",1,0,1,0,499,499,0,2
1827,1543280,Espresso Tycoon,DreamWay Games,PlayWay S.A.,,602,77,0,"20,000 .. 50,000",269,0,269,0,1399,1999,30,20
1828,1224600,G String,Eyaura,LunchHouse Software ,,682,134,0,"20,000 .. 50,000",485,0,485,0,1799,1799,0,1
1829,34276,Golden Axe,SEGA,SEGA,,19,2,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1830,618050,To The Light,ZOV GAME STUDIO,ZOV GAME STUDIO,,61,73,0,"20,000 .. 50,000",0,0,0,0,899,899,0,0
1831,1686480,Goddess detective,7miao game,7miao game,,7,7,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1832,1542440,Kosmonavtes: Escape Reality,LKMAD,LKMAD,,7,6,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1833,834450,Roarr! The Adventures of Rampage Rex,Born Lucky Games,Klabater,,71,130,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1834,1373550,BloodRayne 2: Terminal Cut,Terminal Reality,Ziggurat,,680,166,0,"20,000 .. 50,000",40,0,40,0,1499,1499,0,4
1835,2577860,A Night at the Watermill,Neon Tales,Neon Tales,,22,0,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
1836,749560,Cycle 28,Pill Bug Interactive,Pill Bug Interactive,,43,10,0,"20,000 .. 50,000",0,0,0,0,699,699,0,0
1837,92200,Gundemonium Recollection,Platine Dispositif,Rockin' Android,,149,14,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1838,895420,Path of Sin: Greed,Cordelia Games,Artifex Mundi,,221,29,0,"20,000 .. 50,000",527,0,527,0,1499,1499,0,3
1839,48900,Saira,Nicklas Nygren,Kreatoriet AB,,244,61,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1840,372930,New York Mysteries: Secrets of the Mafia Collector's Edition,FIVE-BN GAMES,FIVE-BN GAMES,,272,26,0,"20,000 .. 50,000",0,0,0,0,999,999,0,2
1841,665270,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,SlimeSmile,SlimeSmile,,326,12,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1842,710030,Cinderella Escape 2 Revenge,Hajime Doujin Circle,Hajime Doujin Circle,,327,37,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
1843,207530,Noitu Love 2: Devolution,Joakim Sandberg,Joakim Sandberg,,573,45,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1844,549260,Alwa's Awakening,Elden Pixels,Elden Pixels,,586,139,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1845,658260,BLUE REFLECTION,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1019,250,0,"20,000 .. 50,000",0,0,0,0,5999,5999,0,13
1846,1378350,《Drifting : Weight of Feathers》,MING YEN WU,Light of Creators,,35,12,0,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0
1847,1141100,Lilitales,TUNNEL No.73,Kagura Games,,500,67,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
1848,1035760,Glimmer in Mirror,MapleDorm Games,"方块游戏(CubeGame), Pleasant Rain Ltd, MapleDorm Games",,612,176,0,"20,000 .. 50,000",0,0,0,0,1699,1699,0,7
1849,263140,Postmortem: One Must Die (Extended Cut),Unbound Creations,Unbound Creations,,74,111,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1850,1553200,All-Inn,Heart Art Games,Heart Art Games,,9,0,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1851,1632230,Newtonian Inversion,The Voices Games,The Voices Games,,1,2,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1852,654660,Pharmakon - Tactical Puzzle,Visumeca Games,Visumeca Games,,14,11,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
1853,2233140,双线交锋：新世界,独立游戏Sun_Official,独立游戏Sun_Official,,4,0,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1854,299600,Dragon Fin Soup,"Grimm Bros, LLC","Grimm Bros, LLC",,168,122,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
1855,950370,Tactics & Strategy Master 2:Princess of Holy Light（圣光战姬）,Gemini Stars Games,Gemini Stars Games,,99,63,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1856,618760,IronBorn,Valkyria Games,Valkyria Games,,25,13,0,"20,000 .. 50,000",0,0,0,0,76,699,89,0
1857,353070,Ghost Encounters: Deadwood - Collector's Edition,Anarchy Enterprises,Anarchy Enterprises,,75,85,0,"20,000 .. 50,000",0,0,0,0,699,699,0,1
1858,263520,Enola,The Domaginarium,Plug In Digital,,105,53,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
1859,31910,Nancy Drew: The Haunting of Castle Malloy,HeR Interactive,HeR Interactive,,134,31,0,"20,000 .. 50,000",0,0,0,0,699,699,0,9
1860,500870,Riddles Of The Past,"MysteryTag, Far Mills",RunServer,,194,50,0,"20,000 .. 50,000",0,0,0,0,699,699,0,0
1861,536780,Lost Grimoires: Stolen Kingdom,World-Loom,Artifex Mundi,,212,34,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
1862,377450,Lost Lands: Dark Overlord Collector's Edition,FIVE-BN GAMES,FIVE-BN GAMES,,216,13,0,"20,000 .. 50,000",0,0,0,0,999,999,0,2
1863,2264140,How 2 Escape,Breakfirst Games,Maximum Entertainment,,226,104,0,"20,000 .. 50,000",0,0,0,0,749,1499,50,44
1864,813700,Sakura Sadist,Winged Cloud,Winged Cloud,,350,65,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
1865,696180,Bullet Witch,"Marvelous, Inc.","XSEED Games, Marvelous USA, Inc., Marvelous",,406,183,0,"20,000 .. 50,000",0,0,0,0,449,1499,70,4
1866,327560,Near Death,Orthogonal Games,Orthogonal Games,,900,82,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
1867,1747760,Momodora: Moonlit Farewell,Bombservice,PLAYISM,,1431,116,0,"20,000 .. 50,000",0,0,0,0,1699,1699,0,64
1868,2633340,VARDIA,2Kek Games Bilisim Teknolojileri Anonim Sirketi,2Kek Games Bilisim Teknolojileri Anonim Sirketi,,26,14,0,"20,000 .. 50,000",0,0,0,0,334,499,33,2
1869,794270,Landinar: Into the Void,Convoy Games,Convoy Games,,131,94,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
1870,1229390,TOMOMI,NUL2 STUDIO,NUL2 STUDIO,,139,3,0,"20,000 .. 50,000",0,0,0,0,799,799,0,1
1871,1269810,The Curse of Kubel,Yasagure Kitsuenjyo,Kagura Games,,379,146,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
1872,1975360,DRAINUS,"Team Ladybug, WSS playground","WSS playground, PLAYISM",,744,29,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
1873,1930640,Lost2,DSGame,DSGame,,1084,231,0,"20,000 .. 50,000",113,0,169,0,1599,1599,0,9
1874,960980,Apsulov: End of Gods,Angry Demon Studio,Angry Demon Studio,,1298,182,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
1875,1896700,Wylde Flowers,Studio Drydock Pty Ltd,Studio Drydock Pty Ltd,,1499,56,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,300
1876,285670,Galactic Command Echo Squad SE,3000AD,3000AD,,0,4,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1877,879510,Lucy Got Problems,"Nupu Neko Dev, Flat Chest Dev","Nupu Neko Dev, Critical Bliss, Flat Chest Dev",,683,67,0,"20,000 .. 50,000",6,0,6,0,391,799,51,6
1878,1310770,Valiantia,WarriorWasp,WarriorWasp,,1,1,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1879,1612150,Forgotten Forest: Eye of the Great One,BarzsiGames,BarzsiGames,,1,1,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
1880,1060240,Rumia in the darkness,Dark Sky Empire,Dark Sky Empire,,30,5,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1881,2322690,Bloodshell: Conviction,Yuumi,Yuumi,,0,1,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1882,1798150,Burning Faith,War Cry Studios,Aldorlea Games,,2,3,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
1883,2220040,Eye of D'akess,White Cat,White Cat,,4,0,0,"20,000 .. 50,000",0,0,0,0,899,899,0,0
1884,935580,True Fear: Forsaken Souls Part 2,Goblinz Enterprises Ltd,The Digital Lounge,,516,37,0,"20,000 .. 50,000",0,0,0,0,999,999,0,4
1885,936160,Atelier Rorona ~The Alchemist of Arland~ DX,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,516,40,0,"20,000 .. 50,000",0,0,0,0,3999,3999,0,32
1886,31980,Nancy Drew: Ransom of the Seven Ships,HeR Interactive,HeR Interactive,,41,21,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
1887,2574840,Go For A Punch! Saki Sanobashi,Veratrum,Veratrum,,54,5,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1888,407720,Poker Pretty Girls Battle: Texas Hold'em,Zoo Corporation,Zoo Corporation,,97,100,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1889,385260,Lamia Must Die,Tuomo Laine,Tuomo Laine,,116,76,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1890,574260,The Secret Order 5: The Buried Kingdom,Sunward Games,Artifex Mundi,,166,35,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,7
1891,532770,Time Leap Paradise SUPER LIVE!,Frontwing,Frontwing USA,,181,52,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1892,332250,The Next Penelope,Aurelien Regard,Plug In Digital,,189,77,0,"20,000 .. 50,000",0,0,0,0,1299,1299,0,0
